Institute Id,Institute Name,City,State,Rank_24,Score_23,Rank_23,TLR_23,RPC_23,GO_23,OI_23,Perception_23,Score_22,Rank_22,TLR_22,RPC_22,GO_22,OI_22,Perception_22,Score_21,Rank_21,TLR_21,RPC_21,GO_21,OI_21,Perception_21,Score_20,Rank_20,TLR_20,RPC_20,GO_20,OI_20,Perception_20,Score_19,Rank_19,TLR_19,RPC_19,GO_19,OI_19,Perception_19,Score_18,Rank_18,TLR_18,RPC_18,GO_18,OI_18,Perception_18,Score_17,Rank_17,TLR_17,RPC_17,GO_17,OI_17,Perception_17,Score_16,Rank_16,TLR_16,RPC_16,GO_16,OI_16,Perception_16
IR-E-U-0491,"Vels Institute of Science, Technology & Advanced Studies (VISTAS)",Chennai,Tamil Nadu,,,,,,,,,,,,,,,,36.63,125,57.36,21.44,42.16,41.95,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,,,,,,,,,38.26,120,62.73,9.86,52.88,49.82,9.24,36.62,126,61.61,7.63,49.47,53.44,6.19,37.51,102,61.29,7.89,52.51,53.47,8.95,37.59,84,60.92,6.98,53.07,51.8,14.26,39.98,69,63.33,9.78,57.1,51.51,14.73,,,,,,,,,,,,,,
IR-E-U-0175,YMCA University of Science & Tech (Formerely YMCA Institute of Engineering),Faridabad,Haryana,,,,,,,,,37.27,143,57.53,10.43,57.83,50.53,2.64,36.59,127,59.79,6.05,55.73,50.04,6.83,35.91,120,60.17,6.39,55.19,47.37,1.63,32.47,144,53.5,3.87,53.18,42.16,3.95,,,,,,,,,,,,,,,,,,,,,
IR-E-C-36975,Government College of Technology,Coimbatore,Tamil Nadu,,,,,,,,,,,,,,,,36.54,128,51.56,9.16,55.01,49.5,23.7,37.1,104,53.25,9.94,51.64,53.9,24.15,36.42,90,52.33,8.3,51.77,51.89,26.87,36.35,93,50.86,8.46,50.37,55.9,28.93,,,,,,,,,,,,,,
IR-E-U-0186,Jaypee University of Information Technology,Solan,Himachal Pradesh,,,,,,,,,37.39,138,44.77,25.87,57.18,44.53,3.14,36.53,129,47.14,21.27,55.23,46.01,3.56,36.55,115,48.53,18.76,54.81,46.44,7.59,34.42,121,43.49,16.46,47.36,47.63,22.03,37,84,45.26,16.66,53.23,55.7,21.96,,,,,,,,,,,,,,
IR-E-C-18817,G. H. Raisoni College of Engineering,Nagpur,Maharashtra,,,,,,,,,,,,,,,,36.46,130,52.49,8.85,60.93,48.69,9.87,34.07,139,46.65,9.68,61,49.25,0.55,35.19,111,52.08,8.99,59.86,48.22,0.82,,,,,,,,39.87,67,52.12,8.9,55.53,69.84,34.72,,,,,,,
IR-E-C-50605,PSG Institute of Technology and Applied Research,Coimbatore,Tamil Nadu,,,,,,,,,38.04,124,61.19,6.17,54.07,49.88,20.29,36.41,131,60.8,2.1,55.86,49.86,13.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-C-27616,University College of Engineering,Hyderabad,Telangana,,,,,,,,,38.49,117,60.15,9.49,55.99,61.92,2.12,36.37,132,59.95,6.78,52.91,50.28,7.45,38.43,88,60.88,4.28,65.2,53.66,4.72,37.68,83,60.92,3.78,65.43,50.24,1.63,37.52,80,58.19,4.41,68.69,48.43,1.58,38.06,80,61.64,2.55,63.13,59.62,2.12,,,,,,,
IR-E-C-25622,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,,,,,,,,,,,,,,,,36.32,133,60.36,2.21,56.74,51.57,10.45,35.32,124,57.82,2.01,57.52,50.22,8.5,35.86,100,61.07,2.16,56.8,51.01,4.33,,,,,,,,36.93,90,58.85,1.35,57.79,65.58,7.45,54.66,71,44.1,47.74,69.08,64.91,73
IR-E-C-19754,SR University,Warangal,Telangana,,42.09,98,65.32,15.79,51.98,62.66,10.79,40.69,91,65.52,13.28,47.9,62.23,12.59,36.11,134,62.51,6.49,41.74,62.54,8.07,32.95,160,62.29,1.91,31.2,62.13,12.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-C-19667,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,Hyderabad,Telangana,,,,,,,,,39.04,113,59.74,14.47,53.53,50.56,10.11,36.06,135,61.89,6.83,50.96,47.63,4.9,34.99,127,62.78,6.38,44.97,50.33,2.16,35.28,109,62.34,4.63,50.49,50.07,0.82,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0332,The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra,,,,,,,,,,,,,,,,35.95,136,49.65,23.08,48.98,42.64,0.74,33.68,144,41.84,24.72,48.59,39.99,0,34.37,122,44.22,25.78,45.6,42.47,0,,,,,,,,,,,,,,,,,,,,,
IR-E-C-37064,Sri Krishna College of Technology,Coimbatore,Tamil Nadu,,,,,,,,,38.14,122,54.89,12.91,61.72,46.61,7.91,35.94,137,54.45,8.12,60.34,47.44,3.56,33.43,152,51.06,4.37,58.86,46.6,3.71,32.46,145,53.36,1.01,56.19,46.26,2.81,,,,,,,,,,,,,,,,,,,,,
IR-E-C-1400,NMAM Institute of Technology,"Nitte, Udupi",Karnataka,,,,,,,,,,,,,,,,35.93,138,59.12,9.14,50.79,48.71,4.23,34.73,133,58.73,5.43,50.17,48.85,5.69,33.84,128,55.92,3.66,49.16,51.38,9.92,,,,,,,,,,,,,,,,,,,,,
IR-E-C-1345,P E S College of Engineering,Mandya,Karnataka,,,,,,,,,37.4,137,60.33,1.46,65.46,57.72,0,35.89,139,60.69,1.04,56.57,60.6,0,33.65,147,59.25,0.71,51.11,54.45,0,31.98,161,58.74,0.83,48.07,43.41,1.63,,,,,,,,,,,,,,,,,,,,,
IR-E-C-42054,Army Institute of Technology,Pune,Maharashtra,,,,,,,,,,,,,,,,35.89,139,53.37,1.08,64.93,58.2,7.45,36.85,109,54.68,2.33,64.18,62.39,6.65,36.39,91,53.18,2.46,64.86,58.4,8.92,36.71,88,54.67,2.33,64.84,60.38,5.97,38.7,77,54.85,1.05,67.36,76.35,8.24,,,,,,,
IR-E-C-1371,New Horizon College of Engineering,Bengaluru,Karnataka,,,,,,,,,38.18,121,56.95,6.56,64.91,56.5,5.12,35.87,141,51.75,5.91,64.47,53.23,3.56,36.6,114,55.94,5.26,63.07,55.65,0.55,35.5,106,56.3,1.71,61.75,56.68,0.82,35.95,99,57,2.23,62.4,56.96,0,,,,,,,,,,,,,,
IR-E-C-19650,Vardhaman College of Engineering,Rangareddy,Telangana,,,,,,,,,,,,,,,,35.87,141,53.07,8,55.81,48.64,15.35,33.75,143,57.23,4.18,52.41,48.49,0,32.21,152,53.89,2.85,51.95,47.85,0,,,,,,,,,,,,,,,,,,,,,
IR-E-C-33773,Bharatiya Vidya Bhavan`s Sardar Patel Institute of Technology,Mumbai,Maharashtra,,,,,,,,,,,,,,,,35.67,143,48.87,11.24,63.74,46.71,2.17,35.27,125,53.58,7.74,59.93,46.69,2.16,34.79,114,51.68,6.16,62.73,47.19,1.63,,,,,,,,,,,,,,,,,,,,,
IR-E-C-6581,Pondicherry Engineering College,Puducherry,Pondicherry,,,,,,,,,36.77,150,46.38,15.51,59.49,54.2,8.8,35.66,144,50.19,14.63,56.41,34.53,14.83,35.49,122,55.46,15.73,43.96,40.61,12.79,38.56,76,59.92,18.37,46.02,44.74,13.96,43.7,53,62.07,19.84,65.32,42.72,17.99,46.37,38,66.45,20.44,69.4,61.68,2.54,58.79,49,58.68,57.67,71.2,77.49,19
IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,,,,,,,,,37.49,136,52.4,10.61,52.53,71.66,9.24,35.66,144,52.36,5.42,53.92,68.57,6.83,34.87,130,54.57,3.41,54.45,58.82,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-C-19747,Anurag University,Hyderabad,Telangana,,,,,,,,,37.33,140,61.17,4.04,53.57,60.93,9.68,35.55,146,55.78,2.62,52.86,60.28,14.31,31.74,180,56.55,1.44,43.97,54.98,0.55,31.58,169,53.15,0.88,52.64,48.14,0.41,,,,,,,,,,,,,,,,,,,,,
IR-E-C-10342,Chandigarh Engineering College,Sahibzada Ajit Singh Nagar,Punjab,,,,,,,,,37.37,139,64.49,6.88,43.96,71.26,0.54,35.42,147,60.56,4.7,46.08,66.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-S-8898,"National Institute of Food Technology, Entrepreneurship & Management",Sonipat,Haryana,,,,,,,,,37.96,127,58.17,8.74,56.42,63.09,1.6,35.35,148,52.72,5.62,57.16,63.41,0.74,35.65,121,53.96,3.72,59.1,64.06,1.1,34.48,117,51.7,2.52,59.41,62.94,0.41,,,,,,,,,,,,,,,,,,,,,
IR-E-C-18254,Yeshwantrao Chavan College of Engineering,Nagpur,Maharashtra,,,,,,,,,,,,,,,,35.28,149,56.1,7.1,55.05,52.36,0.74,34.07,139,51.75,8.58,53.65,52.42,0,33.58,134,56.43,9.61,43.84,50.01,0,,,,,,,,,,,,,,,50.14,93,45.23,39.29,65.99,73.81,46
IR-E-U-0938,Dr. Vishwanath Karad MIT World Peace University,Pune,Maharashtra,,,,,,,,,38.51,116,65.58,9.67,54.35,48.12,2.64,35.24,150,61.8,6.18,50.16,48.25,0,34.17,138,60.56,4.32,47.57,48.17,3.71,32.11,154,56.37,3.77,47.71,44.13,1.22,,,,,,,,,,,,,,,,,,,,,
IR-E-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,,,,,,,,,37.58,135,56.8,12.47,55.01,56.41,1.6,35.18,151,56.25,7.13,52.07,55.33,2.17,33.5,151,56.06,5.17,48.62,51.89,2.16,35.26,110,57.24,6.48,51.37,57.48,1.22,,,,,,,,,,,,,,,,,,,,,
IR-E-C-1336,BMS Institute of Technology & Management,Bengaluru,Karnataka,,,,,,,,,,,,,,,,35.1,152,49.99,4.88,59.32,54.59,13.24,32.36,169,48.02,4.04,51.43,53.36,11.13,32.07,157,48.31,2.52,54.21,54.49,5.44,,,,,,,,36.67,95,60.5,5.27,50.66,62.29,5.78,,,,,,,
IR-E-U-0146,Nirma University,Ahmedabad,Gujarat,,,,,,,,,38.01,125,53.06,18.6,57.81,45.36,4.14,35.07,153,52.02,13.43,51.68,45.95,4.9,34.85,131,53.9,10.82,50.6,46.14,7.12,33.46,136,51.3,10,50.12,44.72,5.8,,,,,,,,38.07,79,54.77,13.56,54.21,56.89,10.38,59.23,45,48.41,54.52,67.95,69.27,81
IR-E-U-0604,"Amity University, Gwalior",Gwalior,Madhya Pradesh,,,,,,,,,36.49,153,60.12,6.79,58.15,46.78,1.08,35.02,154,57.48,3.71,58.75,46.18,2.87,32.88,162,56.79,1.4,54.03,46.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-C-19607,CVR College Of Engineering,Ibrahimpatan,Telangana,,,,,,,,,,,,,,,,35,155,58.79,3.48,54.75,52.16,1.46,33.87,141,57.68,1.21,54.84,51.32,1.1,33.65,132,56.59,0.62,56.32,51.43,0.82,,,,,,,,,,,,,,,,,,,,,
IR-E-C-8277,"Government Engineering College, Thrissur",Thrissur,Kerala,,,,,,,,,,,,,,,,34.91,156,60.69,3.88,50.29,51.95,2.87,32.81,164,57.13,2.86,49.94,45.99,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0223,"Jain University, Bangalore",Bengluru,Karnataka,,,,,,,,,38.55,115,53.65,22.75,47.37,58.61,3.14,34.72,157,48.96,18.52,44.87,54.32,0.74,36.49,117,49.08,23.49,46.44,53.2,1.1,34.76,115,47.38,18.64,46,56.74,0.82,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0592,Maulana Abul Kalam Azad University of Technology,Nadia,West Bengal,,,,,,,,,,,,,,,,34.7,158,46.79,18.71,52.47,42.66,2.87,33.07,157,41.49,16.75,52.96,47.42,2.69,31.87,165,38.35,16.86,56.34,39.93,0.41,,,,,,,,,,,,,,,,,,,,,
IR-E-C-19706,Institute of Aeronautical Engineering,Hyderabad,Telangana,,,,,,,,,,,,,,,,34.61,159,50.17,14.51,49.88,49.39,2.87,32.26,170,50.61,7.28,45.04,54.16,4.72,33.24,139,53.43,2.98,53.67,53.39,2.41,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0615,National Institute of Technology Arunachal Pradesh,Itanagar,Arunachal Pradesh,,,,,,,,,,,,,,,,34.59,160,59.59,9.94,41.8,51.5,2.17,31.09,200,50.56,9.06,39.36,46.21,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0685,Indira Gandhi Delhi Technical University for Women,Delhi,Delhi,,,,,,,,,,,,,,,,34.52,161,43.09,8.82,65.36,54.48,4.23,33.67,145,42.33,8.13,63.06,53.96,5.21,31.93,162,39.18,6.28,62.08,53.74,5.07,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0384,Sant Longowal Institute of Engineering & Technology,Longowal,Punjab,,,,,,,,,,,,,,,,34.52,161,58.4,16.31,29.59,57.04,4.9,34.27,137,59.28,17.63,27.04,55.09,2.69,33.63,133,58.54,17.37,27.76,52.68,0.41,,,,,,,,,,,,,,,57.52,56,57.24,67.97,55.5,35.4,67
IR-E-C-30153,"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,Odisha,,,,,,,,,,,,,,,,34.46,163,55.5,3.07,54.5,59.17,0.74,32,179,52.9,2.66,47.2,56.2,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-C-37065,Kongu Engineering College,Perundurai,Tamil Nadu,,,,,,,,,38.31,118,58.83,14.44,51.81,43.29,16.43,34.38,164,57.61,8,46.3,43.96,10.45,34.45,135,58.13,5.76,46.86,44.25,14.79,35.89,99,58.18,8.21,48.37,45.7,17.38,40.28,68,59.46,13.12,52.77,45.32,34.2,42.43,57,60.47,13.96,60.8,62.39,17.04,59.06,46,47.51,66.33,77.98,72.56,32
IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & Technology,Hyderabad,Telangana,,,,,,,,,36.79,148,54.03,12.59,57.1,50.18,3.65,34.36,165,55.87,5.71,52.63,49.43,4.23,32.24,172,53.11,2.72,52.44,48.87,1.1,31.19,179,50.85,1.98,51.5,49.28,1.22,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,,,,,,,,,,,,,,,,34.23,166,59.64,25.05,21.64,30.19,14.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0535,Rajiv Gandhi Institute of Petroleum Technology,Amethi,Uttar Pradesh,,45.97,79,76.68,12.55,68.5,54.57,0.4,,,,,,,,34.18,167,58.91,7.14,49.49,42.47,2.17,34.59,134,56.16,7.55,56.28,42.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-C-1352,Nitte Meenakshi Institute of Technology,Bengaluru,Karnataka,,,,,,,,,,,,,,,,34.14,168,57.43,4.88,50.31,51.73,2.17,34.97,128,58.44,6.1,49.4,53.09,4.22,32.82,142,53.89,3.6,48.33,53.87,5.07,,,,,,,,,,,,,,,,,,,,,
IR-E-C-6192,Institute of Engineering & Management,Kolkata,West Bengal,,,,,,,,,,,,,,,,34.09,169,50.66,9.34,44.8,67.09,4.23,31.33,191,43.74,7.8,51.73,52.96,2.16,35.79,101,51.11,10.95,55.18,58.6,2.81,,,,,,,,,,,,,,,53.26,79,43.45,56.73,82.68,58.11,21
IR-E-C-16614,R.M.K. Engineering College,Thiruvallur,Tamil Nadu,,,,,,,,,36.46,154,57.46,8,56.48,52.18,3.14,34.04,170,54.45,3.25,55.6,52.39,3.56,33.24,155,54.27,2.25,54.24,53.21,1.1,32.07,157,50.02,3.22,53.98,51.25,1.63,,,,,,,,37.45,84,60.64,4.51,55.86,61.68,5.67,,,,,,,
IR-E-I-1093,Noida Institute of Engineering & Technology,Greater Noida,Uttar Pradesh,,,,,,,,,37.2,145,56.67,3.19,58.51,52.16,23.2,33.99,171,52.45,1.37,57.5,48.67,14.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.24,99,44.1,38.54,79.51,69.04,27
IR-E-U-0454,Hindustan Institute of Technology and Science (HITS),Chennai,Tamil Nadu,,,,,,,,,36.71,152,50.09,26.26,42.12,48.27,5.6,33.98,172,48.41,17.65,44.02,46.84,6.83,36.98,107,59.79,11.96,46.62,56.11,5.21,36.11,95,59.96,8.47,47.83,53.23,6.86,,,,,,,,,,,,,,,54.32,72,52.71,41.67,69.01,79.65,42
IR-E-C-42227,Dr. D. Y. Patil Institute of Technology,Pune,Maharashtra,,,,,,,,,,,,,,,,33.98,172,53.67,0.46,60.1,51.72,5.55,31.15,196,49.69,1.66,53.63,48.5,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0376,Guru Nanak Dev University,Amritsar,Punjab,,,,,,,,,,,,,,,,33.98,172,24.31,32.53,56.36,46.22,10.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-C-37089,Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu,,,,,,,,,,,,,,,,33.96,175,54.46,6.83,50.09,45.1,10.45,33.79,142,54.46,5.15,53.3,46.28,6.18,33.36,138,57.1,4.19,48.73,47.13,5.07,,,,,,,,,,,,,,,50.55,90,46.62,56.15,67.8,65.62,6
IR-E-C-46111,KIET Group of Institutions,Ghaziabad,Uttar Pradesh,,,,,,,,,,,,,,,,33.85,176,57.83,4.54,53.35,44.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0643,Galgotias University,Gautam Budh Nagar,Uttar Pradesh,,,,,,,,,36.89,147,52.94,16.04,49.01,55.25,8.8,33.79,177,54.08,8.46,49.47,49.18,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-C-18010,Velagapudi Ramakrishna Siddhartha Engineering College,Vijayawada,Andhra Pradesh,,,,,,,,,37.3,141,57.86,14.82,49.24,52.3,4.14,33.73,178,54.41,8.15,46.79,52.53,3.56,33.13,156,55.02,5.36,47.11,53.23,2.69,31.53,171,52.92,4.57,46.21,48.45,2.02,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0541,Sharda University,Greater Noida,Uttar Pradesh,,,,,,,,,36.1,164,57.74,17.36,37.44,55.57,5.12,33.64,179,52.08,10.44,41.15,54.55,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0854,KLE Technological University,Dharwad,Karnataka,,,,,,,,,,,,,,,,33.58,180,54.63,6.75,50.42,48.01,2.87,34.34,136,56.85,8.11,48.85,49.29,1.63,32.05,159,52.49,4.07,50.03,47.89,2.81,,,,,,,,,,,,,,,,,,,,,
IR-E-C-36143,Shri G. S. Institute of Technology & Science,Indore,Madhya Pradesh,,,,,,,,,,,,,,,,33.49,181,52.93,3.8,55.1,48.3,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0046,North Eastern Regional Institute of Science & Technology,Itanagar,Arunachal Pradesh,,,,,,,,,,,,,,,,33.38,182,60.11,11.98,34.94,43.51,4.23,33.67,145,64.04,9.76,33.3,43.05,5.69,31.4,173,63.39,8.19,27.52,39.13,5.07,,,,,,,,,,,,,,,,,,,,,
IR-E-C-16537,St. Josephs College of Engineering,Kancheepuram,Tamil Nadu,,,,,,,,,,,,,,,,33.36,183,51.5,10.67,50.71,45.66,0,32.95,160,53.65,6.81,52.88,42.44,0,33.84,128,57.62,5.38,54.55,40.28,0,,,,,,,,,,,,,,,,,,,,,
IR-E-C-36022,Lakshmi Narain College of Technology,Bhopal,Madhya Pradesh,,,,,,,,,,,,,,,,33.23,184,51.79,1.86,57.61,55.45,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0353,Centurion  University  of Technology and Management,Paralakhemundi,Odisha,,,,,,,,,,,,,,,,33.14,185,52.52,3.79,54.32,53.05,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-I-1356,Rabindranath Tagore University,Raisen,Madhya Pradesh,,,,,,,,,,,,,,,,33.07,186,56.04,1.76,47.95,61.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0616,National Institute of Technology Uttarakhand,Srinagar (Garhwal),Uttarakhand,,,,,,,,,37.75,131,61.05,18.92,44.19,45.53,3.65,33.07,186,57.07,12.26,42.75,35.71,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-C-1412,JSS Science and Technology University,Mysuru,Karnataka,,,,,,,,,,,,,,,,33.04,188,50.71,4.3,53.39,49.93,8.68,34.81,132,55.76,3.86,54.88,51.44,8.05,34.43,120,56.21,2.45,55.88,52.19,4.33,,,,,,,,,,,,,,,,,,,,,
IR-E-C-16560,Easwari Engineering College,Chennai,Tamil Nadu,,,,,,,,,,,,,,,,32.75,189,51.44,2.41,56.66,48.49,4.23,,,,,,,,30.31,200,48.15,2.9,50.17,47.64,2.02,,,,,,,,,,,,,,,,,,,,,
IR-E-I-1033,International Institute of Information Technology Bhubaneswar,Bhubaneswar,Odisha,,,,,,,,,,,,,,,,32.73,190,42.3,12.58,54.47,49.64,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-C-27089,National Engineering College,Kovilpatti,Tamil Nadu,,,,,,,,,,,,,,,,32.64,191,56.42,5.8,45.79,46.72,1.46,31.36,189,53.98,5.99,42.9,46.85,1.1,31.85,166,53.82,6.14,43.59,48.16,3.19,,,,,,,,,,,,,,,,,,,,,
IR-E-C-37028,Sona College of Technology,Salem,Tamil Nadu,,,,,,,,,,,,,,,,32.61,192,53.68,4.16,49.5,48.67,4.9,33.53,150,53.05,6.12,52.87,46.82,5.21,35.79,101,61.49,6.57,50.52,48.69,3.95,,,,,,,,,,,,,,,58.97,47,39.04,58.23,66.94,77.41,86
IR-E-C-1406,C M R Institute of Technology,Bengaluru,Karnataka,,,,,,,,,,,,,,,,32.56,193,55.56,4.14,46.07,52.22,2.17,,,,,,,,31.36,174,52.63,1.44,48.24,52.06,2.81,,,,,,,,,,,,,,,,,,,,,
IR-E-C-46239,G.L.Bajaj Institute of Technology and Management,Greater Noida,Uttar Pradesh,,,,,,,,,,,,,,,,32.55,194,57.13,3.72,47.78,47.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0774,DIT University,Dehradun,Uttarakhand,,,,,,,,,,,,,,,,32.53,195,50.14,7.09,48.53,55.03,1.46,34.93,129,58.78,7.54,43.77,59.09,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-C-1438,The National Institute of Engineering,Mysore,Karnataka,,,,,,,,,,,,,,,,32.52,196,53.79,2.33,51.03,50.48,4.23,32.17,175,51.97,2.65,51.05,50.57,5.21,31.25,178,48.68,2.59,51.89,50.16,4.7,,,,,,,,,,,,,,,49.514,96,38.67,46.65,77.95,64.66,35
IR-E-C-33584,K. J. Somaiya College of Engineering,Mumbai,Maharashtra,,,,,,,,,,,,,,,,32.48,197,52.22,3.33,58.94,38.08,2.17,32.25,171,51.95,2.84,59.03,39.37,0.55,31.07,182,49.28,1.45,58.56,40.6,0.82,,,,,,,,,,,,,,,,,,,,,
IR-E-C-27400,Kakatiya Institute of Technology & Science,Warangal,Telangana,,,,,,,,,,,,,,,,32.48,197,55.8,1.64,49.13,49.25,4.9,,,,,,,,31.14,180,55.87,0.98,44.6,49.69,2.02,,,,,,,,,,,,,,,,,,,,,
IR-E-C-11015,Walchand College of Engineering,Sangli,Maharashtra,,,,,,,,,,,,,,,,32.46,199,48.25,4.54,56.11,47.93,6.19,32.39,168,50.11,4.15,54.99,47.43,3.71,32.2,153,50.09,4.24,55.5,42.62,5.44,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,,,,,,,,,,,,,,,,32.42,200,41.76,25.59,37.58,43.31,3.56,33.29,153,42.43,27.73,38,42.67,3.71,36.66,89,47.38,29.9,43.2,45.19,3.19,39.55,71,48.87,31.55,51.45,50.27,1.06,43.53,48,54.81,33.56,54.93,55.88,4.42,,,,,,,
IR-E-C-1413,Dayananda Sagar College of Engineering,Bengaluru,Karnataka,,,,,,,,,,,,,,,,,,,,,,,35.11,126,51.56,6.69,57.99,54.63,5.69,33.99,127,51.05,4.34,57.87,55.33,2.81,,,,,,,,,,,,,,,,,,,,,
IR-E-C-6202,Heritage Institute of Technology,Kolkata,West Bengal,,,,,,,,,,,,,,,,,,,,,,,33.27,154,52.26,4.9,50.4,54.15,6.18,32.26,150,49.97,4.92,51.58,51.91,2.81,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0213,Alliance University,Bengaluru,Karnataka,,,,,,,,,,,,,,,,,,,,,,,33,159,47.89,1.88,63.26,53.12,1.1,30.79,186,40.58,1.26,61.61,57.6,1.63,,,,,,,,,,,,,,,,,,,,,
IR-E-C-6238,Haldia Institute of Technology,Haldia,West Bengal,,,,,,,,,,,,,,,,,,,,,,,32.83,163,49.15,6.8,50.2,55.8,4.22,31.36,174,47.03,6.55,48.02,54.42,2.41,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0864,Harcourt Butler Technical University,Kanpur Nagar,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,,32.69,166,59.15,2.31,46.82,42.34,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-C-42242,Maharshi Karve Stree Shikshan Samstha's Cummins College of Engineering for Women,Pune,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,32.23,173,50.8,2.95,52.51,53.89,2.16,30.75,188,50.06,0.98,51.37,48.91,2.81,,,,,,,,,,,,,,,,,,,,,
IR-E-C-16572,Sri Venkateswara College of Engineering,Kancheepuram,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,32.12,176,56.18,4.91,48.74,38.31,2.16,32.71,143,58.29,4.32,49.22,37.96,2.81,,,,,,,,,,,,,,,,,,,,,
IR-E-C-9462,"School of Engineering, Cochin University of Science and Technology",Cochin,Kerala,,,,,,,,,,,,,,,,,,,,,,,32.04,178,50.08,14.19,38.55,44.77,5.69,34.49,116,49.45,23.58,37.28,44.71,6.51,,,,,,,,,,,,,,,57.69,55,46.89,72.99,55.16,51.52,66
IR-E-U-0455,"Indian Institute of Information Technology, Design & Manufacturing",Chennai,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,31.63,182,35.51,7.8,57.62,53.05,18.15,30.37,197,36.01,5.71,51.45,54.74,21.04,,,,,,,,,,,,,,,52.64,80,48.23,41.22,86.82,61.99,38
IR-E-U-0739,Madan Mohan Malaviya University of Technology,Gorakhpur,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,,31.6,183,47.49,15.84,44.1,35.1,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-C-26929,Sree Vidyanikethan Engineering College,A.Rangampet,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,31.54,184,54.06,1.24,50.93,47.58,0,31.7,167,55.35,0.69,49.81,48.01,1.22,,,,,,,,,,,,,,,,,,,,,
IR-E-C-26928,JNTUA College of Engineering,Anantapur,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,31.52,185,55.12,3.96,48.19,36.84,4.72,30.88,185,50.84,2.32,54.07,37.56,3.58,,,,,,,,,,,,,,,,,,,,,
IR-E-C-1398,BNM Institute of Technology,Bengaluru,Karnataka,,,,,,,,,,,,,,,,,,,,,,,31.48,186,55.66,1.11,46.87,50.8,0,32.08,156,56.63,0.91,47.99,51.04,1.22,,,,,,,,,,,,,,,,,,,,,
